hour,total_volume,total_tx_count,cex_inflow,cex_outflow,cex_tx_count,dex_inflow,dex_outflow,dex_tx_count,inst_inflow,inst_outflow,inst_tx_count
2024-10-01 00:00:00.000 UTC,244498054.88432756,4744,125346558.7881,144956567.93070522,1938,21628680.98904903,10783773.715541996,844,7014576.22,1515000.0,4
2024-10-01 01:00:00.000 UTC,147794808.0870928,4484,47216528.44815301,62639907.453533,1523,24700135.343671985,20407304.77212,700,123918.5672,1108746.68,8
2024-10-01 02:00:00.000 UTC,141903371.1818228,3726,33964582.443891026,34935314.42384499,1407,25740666.934212998,20079226.576201007,662,0.0,0.0,0
2024-10-01 03:00:00.000 UTC,191817503.84984347,3516,60899374.64858896,79122122.69306599,1229,32175848.405448016,23636966.553833,779,0.0,229137.077666,1
2024-10-01 04:00:00.000 UTC,182983236.48024604,3259,72412407.24109197,87204219.564637,1204,20251127.061872996,20200355.035818003,657,503.4654,0.0,1
2024-10-01 05:00:00.000 UTC,192599257.9989682,4725,66896874.29796504,55960395.54400197,2065,9872739.61705099,11489811.639442004,762,0.0,6241000.0,2
2024-10-01 06:00:00.000 UTC,187055867.85270768,4776,73453541.13316801,77803745.822055,1774,11330164.408994997,10575394.502529,768,2030.0,0.0,1
2024-10-01 07:00:00.000 UTC,322309183.8859557,5642,102678444.32328704,95892852.38043296,2127,16027453.214395002,29077888.984853,762,170723.74065599998,0.05046,4
2024-10-01 08:00:00.000 UTC,245824914.6006109,6145,65777919.72856799,59519023.99940699,2212,17978586.385570005,22735930.870507985,792,559986.0114,337473.958341,4
2024-10-01 09:00:00.000 UTC,640923416.8692743,6492,379591189.66120064,285720939.4155699,2397,4481643.966816001,5030348.368249002,648,94000.0,3407940.118174,2
2024-10-01 10:00:00.000 UTC,226054908.52476072,6502,80343383.49458404,92261094.24276596,2279,4585338.992611001,5695576.970402001,677,10997.0,1062598.6632,2
2024-10-01 11:00:00.000 UTC,411122502.8088828,6642,204331666.8206497,222078997.251801,2455,21287149.596782982,27574124.63188501,800,26000.01465,116098.324209,3
2024-10-01 12:00:00.000 UTC,263446433.04224765,7081,96688172.3746539,104265332.39556605,2527,8693288.437423002,8382140.396921,871,0.0,0.0,0
2024-10-01 13:00:00.000 UTC,295062552.8664849,7220,49601452.994540974,67468898.05485098,2629,49085458.653725,45327864.37768901,1039,2604001.795996,1384973.5447439998,6
2024-10-01 14:00:00.000 UTC,406020728.6782024,7628,115236017.9110939,142486800.79383498,2835,21646869.61073199,25580497.371496003,1097,11701001.8631,5050606.072,7
2024-10-01 15:00:00.000 UTC,368724382.2233992,8215,88239635.67520192,113275639.30891298,3014,39500765.40732399,40622178.47097296,1297,6565264.9216,668670.21,5
2024-10-01 16:00:00.000 UTC,377975166.7099524,7220,88154055.68218602,120829480.8139,2573,55029913.59293702,43390796.36531799,1055,1790110.626931,1408729.323005,11
2024-10-01 17:00:00.000 UTC,573161376.4434919,7308,245267446.5109597,201485570.92822292,2799,24545220.08430101,24360046.700248,1361,0.0,100020.004,1
2024-10-01 18:00:00.000 UTC,311562648.23554105,7431,112791821.49112906,105913933.04688412,2889,40852812.920506,41884637.44412199,1069,0.0,2650553.208112,3
2024-10-01 19:00:00.000 UTC,267738775.65511188,6578,42435026.87208504,104766605.84671596,2375,17873558.737767998,19152604.351431992,981,11779291.19,63741.0,2
2024-10-01 20:00:00.000 UTC,354957052.9626642,6750,116894827.795503,102118612.72517,2455,39021148.61495602,41176752.72550702,1394,650.0,114006.376597,2
2024-10-01 21:00:00.000 UTC,292388506.9755455,6504,107962842.5621121,118337932.47342804,2719,16532551.447105998,15133254.703300996,994,23999991.96,12000000.0,6
2024-10-01 22:00:00.000 UTC,255315735.13404456,5316,98832724.8160002,93828627.170812,2164,30331518.819655,29340561.507021006,983,3247141.94802,4000004.44,2
2024-10-01 23:00:00.000 UTC,158996186.57179657,4728,29489884.063048,29576809.42369401,1682,20959117.922388,24745289.079107016,775,0.0,0.0,0
2024-10-02 00:00:00.000 UTC,156384835.79832295,5261,41006462.21845,42873319.897253975,2415,23168703.930885,22332064.779659014,821,0.0,0.0,0
2024-10-02 01:00:00.000 UTC,171254721.34207997,4392,36258403.74726401,24496706.45693,1569,17522956.507013015,13775848.524556998,851,0.015,0.0,1
2024-10-02 02:00:00.000 UTC,269903660.19047123,4233,187604249.83960295,64705010.51874502,1659,21332281.851833995,20216215.25665299,819,0.0,0.0,0
2024-10-02 03:00:00.000 UTC,769901793.6118588,3948,616354509.3807148,628493383.0959042,1413,25976609.672552004,28027201.88126901,699,0.0,0.0,0
2024-10-02 04:00:00.000 UTC,211790822.59478828,5614,80330530.32193609,77032888.53870495,1812,12984010.222406996,11815409.778441,727,0.096828,0.0,7
2024-10-02 05:00:00.000 UTC,159258945.1501953,5003,48314893.742734894,44779160.51015802,1528,18279901.478241008,18591500.21075998,782,0.022,0.0,2
2024-10-02 06:00:00.000 UTC,182727301.92337307,5405,51903544.27955796,58466032.97032201,1760,8686038.421727002,9955270.425634995,777,3108240.0,1600000.0,3
2024-10-02 07:00:00.000 UTC,377370974.36935294,5495,118004398.15945098,133951235.92536408,1932,18037130.465702,20670520.188623004,811,0.0,2958870.008,3
2024-10-02 08:00:00.000 UTC,521851783.6248265,6532,207128872.36493295,229346255.507391,2151,29325327.176262,33220190.46192998,838,299994.0,6113163.13841,3
